gender,age,interest,Impressions,Clicks,Spent,Approved_Conversion
F,40-44,27,4727,55,51.1324821558123,2
F,35-39,31,8022,84,43.49444964749653,4
F,35-39,34,4314,30,114.93504564189533,0
F,35-39,14,3183,30,83.81730503677657,0
M,45-49,47,1515,14,15.288257431541691,0
M,30-34,35,4159,37,81.60419481152385,0
F,45-49,20,2261,19,31.972051137364577,0
M,40-44,5,5589,55,505.52395387257604,0
M,35-39,0,9785,101,185.08639131407259,1
M,30-34,3,1739,16,89.72256652612724,0
M,35-39,10,9813,94,576.643617915163,2
F,35-39,43,7777,100,566.314984823202,2
F,30-34,25,7814,85,122.48807062941029,2
M,40-44,36,4591,38,134.08620859194897,0
M,45-49,22,3591,40,39.482726335998244,0
M,35-39,28,868,12,51.10637020698003,0
F,40-44,20,4571,47,107.70942281276584,0
F,30-34,47,1174,11,64.19059972821769,0
M,35-39,44,5710,56,396.5740655277215,2
F,30-34,44,5691,58,322.1980429727933,0
F,40-44,48,1179,12,55.50298341369911,0
F,45-49,26,1752,19,79.41368246463298,1
F,40-44,38,2051,17,144.4332205476661,0
M,30-34,39,6962,67,173.1277734140444,3
F,35-39,12,3928,38,284.05282056992166,1
M,35-39,22,7282,76,584.9022384623659,1
F,35-39,15,6381,77,345.1448053185423,1
F,40-44,29,6085,65,216.0831200218323,1
F,40-44,3,6573,47,233.59677351952794,0
F,40-44,39,8161,87,120.5413097503153,0
M,35-39,15,8786,87,81.46117163734287,1
F,35-39,30,2451,30,46.80691184378916,1
F,30-34,41,9531,95,216.39839089465912,2
F,35-39,24,9024,86,454.91246221618115,0
M,35-39,43,589,7,59.96758630471462,0
M,40-44,11,5665,56,153.3617206238335,1
M,40-44,25,3006,29,272.13713396073734,0
F,30-34,36,8127,72,689.1570097115424,0
F,35-39,47,3772,30,288.2878123808835,1
M,30-34,32,5137,39,329.816993197578,3
F,30-34,27,6510,63,249.24928691743577,0
F,40-44,8,2220,25,29.762428863122974,0
F,30-34,11,3441,27,159.40200469810594,0
F,35-39,4,6992,76,441.36800252268273,1
F,30-34,27,1666,17,145.77108638819968,0
F,45-49,34,9158,88,876.6485185909439,3
M,35-39,4,6508,76,404.8895753364265,3
F,30-34,33,2806,25,94.48595737194876,0
F,35-39,45,6903,63,142.7621743664258,1
F,40-44,33,7759,94,51.28624356191207,2
F,45-49,12,1986,17,90.72186133695398,0
F,30-34,38,3141,40,231.09709334698638,0
M,45-49,41,1018,11,91.70607114091803,0
M,45-49,44,7347,75,397.0110896236204,1
M,45-49,47,3253,26,239.36768212051598,0
M,40-44,13,6549,69,446.208718892576,2
F,40-44,10,5223,48,407.1933246288139,2
F,35-39,41,939,12,22.90639776808317,0
M,40-44,37,9034,83,715.9325387433751,0
M,35-39,3,9223,96,663.7311952527897,4
F,40-44,32,7432,74,156.67382180414637,1
M,35-39,6,3581,33,75.99087547877441,1
F,40-44,40,851,8,74.41404704736082,0
F,40-44,7,8284,68,54.811122850940876,1
F,30-34,36,3399,47,230.02185218153278,1
M,40-44,50,8055,77,267.80717458679527,3
M,35-39,9,3251,37,252.27472015944747,0
F,40-44,42,399,6,50.85887509143254,0
F,35-39,14,9809,99,388.4356233239537,1
M,35-39,37,9371,74,337.1121673879545,3
F,45-49,14,633,6,58.969313716580615,1
M,35-39,4,3427,42,333.7826873620019,4
F,40-44,28,6078,63,568.4766723626772,3
M,35-39,18,7744,76,354.78632331047663,0
F,35-39,50,6246,48,130.73874901675654,0
M,35-39,9,7133,71,313.30190740316164,0
M,35-39,11,3451,30,219.08619658198137,0
M,35-39,3,3235,36,55.425198453904926,1
M,30-34,30,5335,58,178.02847719469636,3
F,35-39,17,9404,98,92.41802332974065,1
F,30-34,15,6822,70,322.51124599485746,2
M,45-49,39,8540,85,710.6624318035377,4
M,45-49,35,3397,35,25.70067635908859,0
F,35-39,24,838,10,69.15573504668077,0
F,40-44,22,4995,35,327.5548782758184,0
F,35-39,11,2939,29,79.77362584633072,0
M,40-44,33,9619,100,708.9530986912657,2
M,40-44,35,5323,54,527.2272752644027,1
F,45-49,36,3322,43,414.5905875722812,0
M,35-39,2,9119,117,319.6237980518928,7
F,40-44,8,5284,59,85.7355553253645,1
M,35-39,17,9819,93,177.50762223104175,2
F,45-49,42,6952,67,480.3457029888835,4
M,30-34,34,7662,89,658.1291291957446,0
F,40-44,33,2542,27,186.44167805763306,0
F,40-44,40,6795,72,265.87761721569086,2
F,40-44,13,9624,108,228.19114019183328,1
M,30-34,3,4290,45,270.7753668095882,2
F,45-49,28,2372,28,142.6589985715925,0
F,30-34,40,5348,60,445.43546385971297,0
F,40-44,44,1911,19,89.16549420275467,0
F,30-34,49,6670,65,241.6100114688942,0
F,35-39,14,4097,34,111.79358048696164,1
F,35-39,27,7631,93,233.33402776395104,2
M,35-39,41,7370,91,275.2377422133688,4
F,30-34,15,1148,12,16.810670028227555,0
F,30-34,11,5297,44,166.98623056827583,0
M,35-39,4,1784,23,19.490504001306366,1
M,40-44,33,4713,42,95.37912501936441,1
M,45-49,41,5959,59,448.06483420919,1
F,30-34,0,3466,33,118.53452795012122,1
F,35-39,38,6352,63,431.4398546609403,1
F,30-34,31,7643,88,643.3151707993238,1
F,30-34,25,730,7,42.148825291685554,0
M,40-44,16,8213,106,1018.4086255549563,1
M,40-44,47,2120,20,14.073574658391518,0
M,30-34,26,6718,53,398.4116095711296,1
M,30-34,23,8051,87,835.9371612167472,1
M,30-34,34,9971,93,808.3170728833218,0
M,40-44,45,2241,17,35.61466972650965,0
F,45-49,41,8909,77,277.56905402314203,2
F,30-34,38,9854,98,209.55266292498925,1
F,30-34,25,7636,88,546.6937921490926,3
F,45-49,48,8922,89,646.6549387636608,1
F,45-49,37,9214,93,326.63467523226194,2
M,35-39,22,2896,38,213.76187320833066,0
F,30-34,21,2513,22,155.40239914487975,1
F,30-34,3,6887,69,310.6882497885422,1
M,35-39,48,4972,48,413.43108188768946,3
M,35-39,8,4442,48,375.8267704912446,3
F,30-34,3,3233,48,53.48748799586022,2
M,35-39,6,3217,27,172.81863921679764,2
F,30-34,22,3047,20,54.711854682352424,0
F,40-44,1,6571,70,405.74964600373806,1
M,35-39,48,3277,45,431.5698092255931,1
M,30-34,23,6614,64,566.4696987677681,2
M,35-39,39,9970,103,447.31930044815635,4
M,35-39,30,2074,18,58.84886977688443,1
M,45-49,46,379,4,10.907418287513842,2
F,35-39,30,2536,24,133.41339030448657,0
M,35-39,46,1205,14,22.19504428332149,1
F,40-44,39,4527,40,228.72450308873448,1
M,35-39,47,2235,19,9.740721928087957,1
F,45-49,50,7136,74,264.66629041432896,1
M,35-39,42,2367,24,62.14502355337253,1
M,35-39,33,3671,37,359.8834046712149,2
F,30-34,23,4541,49,363.03129975982523,0
F,35-39,48,2561,27,103.18609208856397,1
M,40-44,25,7892,82,113.32632240735337,1
F,40-44,15,8691,63,340.80515592233843,4
M,30-34,46,9596,118,298.27507496649343,2
F,30-34,12,7898,80,447.6864548827519,1
M,40-44,14,5454,51,430.2330605996734,1
M,45-49,26,5443,55,349.2516084729738,1
F,30-34,3,1343,13,84.77286981380777,0
F,35-39,15,2515,20,112.79575492193418,0
M,35-39,29,3225,36,335.1248463599419,2
F,45-49,43,7899,88,823.0706441756244,3
F,30-34,29,9475,79,424.2987624057009,0
M,30-34,35,9679,96,326.85265227487605,6
F,40-44,2,8494,111,540.1344976998737,3
M,30-34,21,8260,83,188.60091376624294,0
F,35-39,48,2809,22,143.99596190148065,0
F,35-39,21,5305,45,236.2894735469047,0
F,35-39,49,8464,100,148.13545392261588,3
M,35-39,49,52,1,2.377653920636346,0
M,35-39,48,8180,73,369.12476162437184,1
M,30-34,11,1309,12,107.18514494194986,0
